created_at,text,cleaned_text,sentiment_score,sentiment,top_words
4/5/2023 20:46,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/8/2023 19:44,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/12/2023 2:06,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/1/2023 18:15,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/1/2023 3:25,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/5/2023 1:58,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/14/2023 3:33,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/7/2023 7:35,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/2/2023 9:37,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/3/2023 15:14,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/12/2023 15:35,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/12/2023 2:29,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/7/2023 1:12,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/7/2023 19:55,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/13/2023 7:22,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/3/2023 8:52,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/11/2023 19:08,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/12/2023 13:26,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/13/2023 11:55,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/6/2023 19:52,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/6/2023 18:47,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/8/2023 10:50,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/13/2023 7:51,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/1/2023 4:16,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/13/2023 10:14,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/8/2023 21:48,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/8/2023 4:36,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/9/2023 20:14,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/9/2023 2:37,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/10/2023 20:55,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/12/2023 23:21,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/4/2023 11:34,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/7/2023 5:05,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/3/2023 20:35,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/1/2023 16:03,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/7/2023 22:29,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/5/2023 4:01,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/4/2023 8:20,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/1/2023 14:22,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/4/2023 9:44,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/14/2023 7:50,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/5/2023 19:45,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/12/2023 12:00,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/8/2023 17:08,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/8/2023 5:13,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/13/2023 2:07,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/5/2023 3:46,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/5/2023 9:32,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/7/2023 20:31,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/15/2023 7:50,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/1/2023 14:29,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/9/2023 22:32,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/7/2023 10:07,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/4/2023 16:41,Who else is starting fresh this April? Loving the energy! #FreshStart,else starting fresh april loving energy freshstart,0.8074,Positive,"else, starting, fresh"
4/8/2023 22:09,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/3/2023 18:20,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/15/2023 11:22,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/5/2023 12:33,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/15/2023 14:28,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/5/2023 20:30,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/5/2023 16:55,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/13/2023 4:10,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/12/2023 11:02,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/12/2023 17:31,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/2/2023 6:28,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/12/2023 17:07,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/3/2023 6:33,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
